name,domains,web_pages,country,alpha_two_code,state-province
College in Sládkovičovo,['vssladkovicovo.sk'],['http://www.vssladkovicovo.sk/'],Slovakia,SK,
St. Elizabeth’s College of Health and Social Sciences in Bratislava,['vssvalzbety.sk'],['http://www.vssvalzbety.sk/'],Slovakia,SK,
Academy of Fine Arts and Design in Bratislava,['vsvu.sk'],['http://www.vsvu.sk/'],Slovakia,SK,
University of Nova Gorica,['ung.si'],['http://www.ung.si/'],Slovenia,SI,
University of Ljubljana,['uni-lj.si'],['http://www.uni-lj.si/'],Slovenia,SI,
University of Maribor,['um.si'],['http://www.um.si/'],Slovenia,SI,
University of Primorska,['upr.si'],['http://www.upr.si/'],Slovenia,SI,
Barcelona Graduate School of Economics,['barcelonagse.eu'],['http://www.barcelonagse.eu/'],Spain,ES,
Bircham International University,['bircham.edu'],['http://www.bircham.edu/'],Spain,ES,
Universidad de San Pablo CEU,['ceu.es'],['http://www.ceu.es/'],Spain,ES,
Universidad de Deusto,['deusto.es'],['http://www.deusto.es/'],Spain,ES,
Universidad del País Vasco,"['ehu.es', 'ehu.eus']",['http://www.ehu.es/'],Spain,ES,
Escuela Superior de Gestion Comercial y Marketing (ESIC),['esic.es'],['http://www.esic.es/'],Spain,ES,
Global Business School Barcelona,['global-business-school.org'],['http://www.global-business-school.org/'],Spain,ES,
IE University,['ie.edu'],['http://www.ie.edu/'],Spain,ES,
International University of Southern Europe,['iuse.edu.es'],['http://www.iuse.edu.es/'],Spain,ES,
La Salle Universities - International Programmes,['lasalleuniversities.net'],['http://www.lasalleuniversities.net/'],Spain,ES,
Mondragon Univertsitatea,"['muni.es', 'mundragon.edu']",['http://www.muni.es/'],Spain,ES,
La Salle - Universitat Ramon Llull,['salleurl.edu'],['http://www.salleurl.edu/'],Spain,ES,
"Schiller International University, Madrid",['schillermadrid.edu'],['http://www.schillermadrid.edu/'],Spain,ES,
Universitat Autónoma de Barcelona,['uab.es'],['http://www.uab.es/'],Spain,ES,
Universidad de Alicante,['ua.es'],['http://www.ua.es/'],Spain,ES,
Universidad de Alcalá de Henares,['uah.es'],['http://www.uah.es/'],Spain,ES,
Universidad de Almería,['ualm.es'],['http://www.ualm.es/'],Spain,ES,
Universidad Autónoma de Madrid,['uam.es'],['http://www.uam.es/'],Spain,ES,
Universidad Alfonso X El Sabio,['uax.es'],['http://www.uax.es/'],Spain,ES,
Universitat de Barcelona,['ub.es'],['http://www.ub.es/'],Spain,ES,
Universidad de Burgos,['ubu.es'],['http://www.ubu.es/'],Spain,ES,
Universidad Carlos III de Madrid,['uc3m.es'],['http://www.uc3m.es/'],Spain,ES,
Universidad de Cádiz,['uca.es'],['http://www.uca.es/'],Spain,ES,
Universidad Católica San Antonio,['ucam.edu'],['http://www.ucam.edu/'],Spain,ES,
Universidad Católica de Ávila,['ucavila.es'],['http://www.ucavila.es/'],Spain,ES,
Universidad Cardenal Herrera-CEU,['uchceu.es'],['http://www.uchceu.es/'],Spain,ES,
Universidad de Castilla La Mancha,['uclm.es'],['http://www.uclm.es/'],Spain,ES,
Universidad Complutense de Madrid,['ucm.es'],['http://www.ucm.es/'],Spain,ES,
Universidad de Córdoba,['uco.es'],['http://www.uco.es/'],Spain,ES,
Universidad Católica de Valencia,['ucv.es'],['http://www.ucv.es/'],Spain,ES,
Universidade da Coruña,"['udc.gal', 'udc.es']","['https://www.udc.gal/', 'https://www.udc.es/']",Spain,ES,A Coruña
Universidad de Gerona,['udg.es'],['http://www.udg.es/'],Spain,ES,
Universitat de Lleida,['udl.es'],['http://www.udl.es/'],Spain,ES,
Universidad Europea de Madrid,['uem.es'],['http://www.uem.es/'],Spain,ES,
Universidad Francisco de Vitoria,['ufv.es'],['http://www.ufv.es/'],Spain,ES,
Universidad de Granada,['ugr.es'],['http://www.ugr.es/'],Spain,ES,
Universidad de Huelva,['uhu.es'],['http://www.uhu.es/'],Spain,ES,
Universidad Internacional de Andalucía,['uia.es'],['http://www.uia.es/'],Spain,ES,
Universitat de les Illes Balears,['uib.es'],['http://www.uib.es/'],Spain,ES,
Universitat Internacional de Catalunya,['uic.es'],['http://www.uic.es/'],Spain,ES,
Universidad Internacional Menéndez Pelayo,['uimp.es'],['http://www.uimp.es/'],Spain,ES,
Universidad de Jaén,['ujaen.es'],['http://www.ujaen.es/'],Spain,ES,
Universitat Jaume I de Castellón,['uji.es'],['http://www.uji.es/'],Spain,ES,
Universidad de La Laguna,['ull.es'],['http://www.ull.es/'],Spain,ES,
Universidad de Las Palmas de Gran Canaria,['ulpgc.es'],['http://www.ulpgc.es/'],Spain,ES,
Universidad de Málaga,['uma.es'],['http://www.uma.es/'],Spain,ES,
Universidad de Murcia,['um.es'],['http://www.um.es/'],Spain,ES,
Universidad Miguel Hernández de Elche,['umh.es'],['http://www.umh.es/'],Spain,ES,
Universidad Pública de Navarra,['unavarra.es'],['http://www.unavarra.es/'],Spain,ES,
Universidad de Navarra,['unav.es'],['http://www.unav.es/'],Spain,ES,
Universidad Nacional de Educación a Distancia,['uned.es'],['http://www.uned.es/'],Spain,ES,
Universidad de Extremadura,['unex.es'],['http://www.unex.es/'],Spain,ES,
"Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza",['uniaam.uia.es'],['http://www.uniaam.uia.es/'],Spain,ES,
Universidad Loyola Andalucía,['uloyola.es'],['https://www.uloyola.es/'],Spain,ES,
Universidad Abierta Interactiva,['uniactiva.com'],['http://www.uniactiva.com/'],Spain,ES,
"Universidad Internacional de Andalucía, Sede La Rábida",['uniara.uia.es'],['http://www.uniara.uia.es/'],Spain,ES,
Universidad de Cantabria,['unican.es'],['http://www.unican.es/'],Spain,ES,
Universidad de León,['unileon.es'],['http://www.unileon.es/'],Spain,ES,
Universidad de Oviedo,['uniovi.es'],['http://www.uniovi.es/'],Spain,ES,
Universidad de La Rioja,['unirioja.es'],['http://www.unirioja.es/'],Spain,ES,
Iniciativa Universidad del Atlantico,['universidadatlantico.org'],['http://www.universidadatlantico.org/'],Spain,ES,
Universidad de Zaragoza,['unizar.es'],['http://www.unizar.es/'],Spain,ES,
Universidad Antonio de Nebrija,['unnet.es'],['http://www.unnet.es/'],Spain,ES,
Universitat Oberta de Catalunya,"['uoc.es', 'uoc.edu']",['http://www.uoc.edu/'],Spain,ES,
Universidad Politécnica de Cataluna,['upc.edu'],['http://www.upc.edu/'],Spain,ES,
Universidad Pontificia Comillas,['upco.es'],['http://www.upco.es/'],Spain,ES,
Universidad Politécnica de Cartagena,['upct.es'],['http://www.upct.es/'],Spain,ES,
Universitat Pompeu Fabra,"['upf.es', 'upf.edu']","['http://www.upf.es/', 'https://www.upf.edu/']",Spain,ES,
Universidad Politécnica de Madrid,['upm.es'],['http://www.upm.es/'],Spain,ES,
Universidad Pablo de Olavide,['upo.es'],['http://www.upo.es/'],Spain,ES,
Universidad Pontificia de Salamanca,['upsa.es'],['http://www.upsa.es/'],Spain,ES,
Universidad Politécnica de Valencia,['upv.es'],['http://www.upv.es/'],Spain,ES,
Universidad Rey Juan Carlos,"['urjc.es', 'gsyc.es']",['http://www.urjc.es/'],Spain,ES,
Universitat Ramon Llull,['url.es'],['http://www.url.es/'],Spain,ES,
Universitat Rovira I Virgili Tarragona,['urv.es'],['http://www.urv.es/'],Spain,ES,
Universidad de Salamanca,['usal.es'],['http://www.usal.es/'],Spain,ES,
Universidade de Santiago de Compostela,"['usc.es', 'usc.gal']",['https://www.usc.gal/'],Spain,ES,A Coruña
Universidad de Sevilla,['us.es'],['http://www.us.es/'],Spain,ES,
Universidad de Valladolid,['uva.es'],['http://www.uva.es/'],Spain,ES,
Universidad de Valencia,['uv.es'],['http://www.uv.es/'],Spain,ES,
Universitat de Vic,['uvic.es'],['http://www.uvic.es/'],Spain,ES,
Universidade de Vigo,"['uvigo.gal', 'uvigo.es']",['https://www.uvigo.gal/'],Spain,ES,Pontevedra
Centro Universitario Villanueva,['villanueva.edu'],['http://www.villanueva.edu/'],Spain,ES,
Blekinge Institute of Technology,['bth.se'],['http://www.bth.se/'],Sweden,SE,
Chalmers University of Technology,['chalmers.se'],['http://www.chalmers.se/'],Sweden,SE,
Dalarna University College,['du.se'],['http://www.du.se/'],Sweden,SE,
Göteborg University,['gu.se'],['http://www.gu.se/'],Sweden,SE,
University College of Borås,['hb.se'],['http://www.hb.se/'],Sweden,SE,
School of Design and Crafts,['hdk.gu.se'],['http://www.hdk.gu.se/'],Sweden,SE,
Gotland University College,['hgo.se'],['http://www.hgo.se/'],Sweden,SE,
Halmstad University College,['hh.se'],['http://www.hh.se/'],Sweden,SE,
Stockholm School of Economics,['hhs.se'],['http://www.hhs.se/'],Sweden,SE,
University College of Gävle,['hig.se'],['http://www.hig.se/'],Sweden,SE,
Kalmar University College,['hik.se'],['http://www.hik.se/'],Sweden,SE,
University College of Skövde,['his.se'],['http://www.his.se/'],Sweden,SE,
Jönköping University College,['hj.se'],['http://www.hj.se/'],Sweden,SE,
University College of Kristianstad,['hkr.se'],['http://www.hkr.se/'],Sweden,SE,
University College of Trollhättan/Uddevalla,['htu.se'],['http://www.htu.se/'],Sweden,SE,
Karlstad University,['kau.se'],['http://www.kau.se/'],Sweden,SE,
Karolinska Institute Stockholm,['ki.se'],['http://www.ki.se/'],Sweden,SE,
"University College of Arts, Crafts and Design",['konstfack.se'],['http://www.konstfack.se/'],Sweden,SE,
KTH Royal Institute of Technology,['kth.se'],['http://www.kth.se/'],Sweden,SE,
Stockholm Institute of Education,['lhs.se'],['http://www.lhs.se/'],Sweden,SE,
Linköping University,['liu.se'],['http://www.liu.se/'],Sweden,SE,
Lund University,['lu.se'],['http://www.lu.se/'],Sweden,SE,
Lulea University of Technology,['luth.se'],['http://www.luth.se/'],Sweden,SE,
Malmö University College,['mah.se'],['http://www.mah.se/'],Sweden,SE,
Mälardalen University,['mdh.se'],['http://www.mdh.se/'],Sweden,SE,
Mid-Sweden University,['miun.se'],['http://www.miun.se/'],Sweden,SE,
Nordic School of Public Health,['nhv.se'],['http://www.nhv.se/'],Sweden,SE,
Örebro University,['oru.se'],['http://www.oru.se/'],Sweden,SE,
Södertörn University College,['sh.se'],['http://www.sh.se/'],Sweden,SE,
Swedish University of Agricultural Sciences,['slu.se'],['http://www.slu.se/'],Sweden,SE,
Free University Stockholm,['stockholm-fu.com'],['http://www.stockholm-fu.com/'],Sweden,SE,
Stockholm University,['su.se'],['http://www.su.se/'],Sweden,SE,
Umea University,['umu.se'],['http://www.umu.se/'],Sweden,SE,
Uppsala University,['uu.se'],['http://www.uu.se/'],Sweden,SE,
Växjö University,['vxu.se'],['http://www.vxu.se/'],Sweden,SE,
World Maritime University,['wmu.se'],['http://www.wmu.se/'],Sweden,SE,
Universidad Internacional Isabel I,"['ui1.es', 'alumnos.ui1.es']",['https://www.ui1.es/'],Spain,ES,Castilla la mancha
ENAE Business School,['enae.es'],['https://www.enae.es/'],Spain,ES,
Universidad Internacional de Valencia,['viu.es'],['https://viu.es/'],Spain,ES,
Duale Hochschule Baden-Württemberg,['dhbw.de'],['http://www.dhbw.de/'],Germany,DE,
Duale Hochschule Baden-Württemberg Heidenheim,['heidenheim.dhbw.de'],['http://www.heidenheim.dhbw.de/'],Germany,DE,null
Duale Hochschule Baden-Württemberg Center for Advanced Studies (CAS),['cas.dhbw.de'],['http://www.cas.dhbw.de/'],Germany,DE,null
Duale Hochschule Baden-Württemberg Lörrach,['dhbw-loerrach.de'],['http://www.dhbw-loerrach.de/'],Germany,DE,null
Duale Hochschule Baden-Württemberg Mosbach,"['dhbw-mosbach.de', 'mosbach.dhbw.de']","['http://www.dhbw-mosbach.de/', 'https://www.mosbach.dhbw.de/']",Germany,DE,null
Duale Hochschule Baden-Württemberg Ravensburg,['ravensburg.dhbw.de'],['http://www.ravensburg.dhbw.de/'],Germany,DE,null
Duale Hochschule Baden-Württemberg Stuttgart,['dhbw-stuttgart.de'],['http://www.dhbw-stuttgart.de/'],Germany,DE,null
Duale Hochschule Baden-Württemberg Villingen-Schwenningen,['dhbw-vs.de'],['http://www.dhbw-vs.de/'],Germany,DE,null
Duale Hochschule Baden-Württemberg Heilbronn,['heilbronn.dhbw.de'],['http://www.heilbronn.dhbw.de/'],Germany,DE,null
Duale Hochschule Baden-Württemberg Karlsruhe,"['dhbw-karlsruhe.de', 'karlsruhe.dhbw.de']","['http://www.dhbw-karlsruhe.de/', 'http://www.karlsruhe.dhbw.de/']",Germany,DE,null
Duale Hochschule Baden-Wuerttemberg Mannheim,"['dhbw-mannheim.de', 'mannheim.dhbw.de']","['http://www.dhbw-mannheim.de/', 'http://www.mannheim.dhbw.de/']",Germany,DE,null
Hochschule Hannover,"['hs-hannover.de', 'stud.hs-hannover.de']",['https://www.hs-hannover.de/'],Germany,DE,null
Staatliche Studienakademie Bautzen,['ba-bautzen.de'],['https://www.ba-bautzen.de/'],Germany,DE,null
DUT MMI - Université Bordeaux Montaigne,['mmibordeaux.com'],['https://www.mmibordeaux.com/'],France,FR,
Campus Saint Marc,"['campus-saint-marc.com', 'csmrouen.com', 'csmrouen.net']",['https://campus-saint-marc.com/'],France,FR,
HTL Villach,"['htl-villach.at', 'edu.htl-villach.at']",['https://www.htl-villach.at/'],Austria,AT,
HTL WELS,['htl-wels.at'],['https://www.htl-wels.at/'],Austria,AT,
Győr Jedlik Ányos Mechanical Engineering and Informatics Technical School,"['jedlik.eu', 'students.jedlik.eu']",['https://jedlik.eu/'],Hungary,HU,
Technische Hochschule Mittelhessen,['thm.de'],['https://www.thm.de/'],Germany,DE,
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,['hwg-lu.de'],['https://www.hwg-lu.de/'],Germany,DE,
Leuphana Universität Lüneburg,['leuphana.de'],['https://www.leuphana.de/'],Germany,DE,
Ostbayerische Technische Hochschule Amberg-Weiden,['oth-aw.de'],['https://www.oth-aw.de/'],Germany,DE,
Häme University of Applied Sciences,['hamk.fi'],['https://www.hamk.fi/'],Finland,FI,
Corvinus University of Budapest,['uni-corvinus.hu'],['https://www.uni-corvinus.hu/'],Hungary,HU,
Óbuda University,['uni-obuda.hu'],['https://uni-obuda.hu/'],Hungary,HU,
Budapest Business School,['uni-bge.hu'],['https://uni-bge.hu/'],Hungary,HU,
Institut d'études politiques de Rennes,['sciencespo-rennes.fr'],['https://www.sciencespo-rennes.fr/en/'],France,FR,
Rennes School of Business,['rennes-sb.com'],['https://www.rennes-sb.com/'],France,FR,
Audencia,['audencia.com'],['https://www.audencia.com/'],France,FR,
University of Liège,"['student.uliege.be', 'helpnet.uliege.be', 'ddi.uliege.be', 'uliege.be']",['https://uliege.be/'],Belgium,BE,
Střední průmyslová škola Mladá Boleslav,"['student.spsmb.cz', 'spsmb.cz']",['https://spsmb.cz/'],Czech Republic,CZ,
Musikhochschule Lübeck,['mh-luebeck.de'],['https://www.mh-luebeck.de/'],Germany,DE,Schleswig-Holstein
Hochschule für Musik und Theater München,"['musikhochschule-muenchen.de', 'hmtm.de']","['https://website.musikhochschule-muenchen.de/', 'https://www.hmtm.de/']",Germany,DE,Bavaria
Universität der Künste Berlin,['udk-berlin.de'],['https://www.udk-berlin.de/'],Germany,DE,Berlin
Hochschule für Musik und Tanz Köln,['hfmt-koeln.de'],['https://www.hfmt-koeln.de/'],Germany,DE,North Rhine-Westphalia
Hochschule für Musik Carl Maria von Weber,['hfmdd.de'],['https://www.hfmdd.de/'],Germany,DE,Saxony
Hochschule für Musik und Darstellende Kunst Stuttgart,['hmdk-stuttgart.de'],['https://www.hmdk-stuttgart.de/'],Germany,DE,Baden-Württemberg
Hochschule für Künste Bremen,"['hfk-bremen.de', 'hfk2020.de']","['https://www.hfk-bremen.de/', 'https://www.hfk2020.de/']",Germany,DE,Bremen
Hochschule für Musik und Theater „Felix Mendelssohn Bartholdy“ Leipzig,['hmt-leipzig.de'],['https://www.hmt-leipzig.de/'],Germany,DE,Saxony
"Hochschule für Musik, Theater und Medien Hannover",['hmtm-hannover.de'],['https://www.hmtm-hannover.de/'],Germany,DE,Lower Saxony
Hochschule für Musik Detmold,['hfm-detmold.de'],['https://www.hfm-detmold.de/'],Germany,DE,Nordrhein-Westfalen
Académie d'Orléans-Tours,['ac-orleans-tours.fr'],['https://www.ac-orleans-tours.fr/'],France,FR,Centre-Val de Loire
Deutsche Universität für Verwaltungswissenschaften Speyer,['uni-speyer.de'],['https://www.uni-speyer.de/'],Germany,DE,Rheinland-Pfalz
Europa-Universität Viadrina,['europa-uni.de'],['https://www.europa-uni.de/'],Germany,DE,Brandenburg
Académie de Besançon,['ac-besancon.fr'],['https://www.ac-besancon.fr/'],France,FR,Burgundy-Franche-Comté
Université Clermont Auvergne,['uca.fr'],['https://www.uca.fr/'],France,FR,Auvergne-Rhône-Alpes
ESADE Business & Law School,['esade.edu'],['https://www.esade.edu/en/about-us/law-school/'],Spain,ES,
IESE Business School,['iese.edu'],['https://www.iese.edu/'],Spain,ES,
Louvain School of Management,['uclouvain.be'],['https://uclouvain.be/en/faculties/lsm/'],Belgium,BE,
Solvay Brussels School Economics & Management,['exed.solvay.edu'],['https://exed.solvay.edu/fr/'],Belgium,BE,
Vlerick Brussels Campus,['vlerick.com'],['https://www.vlerick.com/en/about-vlerick/our-campuses/brussels-campus/'],Belgium,BE,
Luiss Guido Carli University,['luiss.it'],['https://www.luiss.it/'],Italy,IT,
Polytechnic University of Timisoara,"['student.upt.ro', 'upt.ro']",['https://upt.ro/'],Romania,RO,
SKEMA Business School,['skema.edu'],['https://www.skema.edu/'],France,FR,
Frankfurt School of Finance & Management,"['fs.de', 'fs-students.de']",['https://www.frankfurt-school.de/'],Germany,DE,
Católica Lisbon School of Business & Economics,['clsbe.lisboa.ucp.pt'],['https://www.clsbe.lisboa.ucp.pt/'],Portugal,PT,
Eada Business School Barcelona,['eada.edu'],['https://www.eada.edu/'],Spain,ES,
INSEAD,['insead.edu'],['https://www.insead.edu/'],France,FR,
Hochschule für Fernsehen und Film München,['hff-muenchen.de'],['https://www.hff-muenchen.de/'],Germany,DE,
Académie de Mayotte,['ac-mayotte.fr'],['https://www.ac-mayotte.fr/'],France,FR,Mayotte
UMIT Tirol,['umit-tirol.at'],['https://umit-tirol.at/'],Austria,AT,Tyrol
University of Public Service,['uni-nke.hu'],['https://www.uni-nke.hu/'],Hungary,HU,Budapest
Technological University Dublin,['tudublin.ie'],['https://tudublin.ie/'],Ireland,IE,
University of Barcelona,['alumnes.ub.edu'],['https://web.ub.edu/'],Spain,ES,
NOVA School of Science and Technology,['campus.fct.unl.pt'],['https://fct.unl.pt/'],Portugal,PT,
University of Girona,['campus.udg.edu'],['https://udg.edu/'],Spain,ES,
Collège de France,['college-de-france.fr'],['https://www.college-de-france.fr/'],France,FR,
Howest University of Applied Sciences,['howest.be'],['https://www.howest.be/'],Belgium,BE,
University of Burgundy,['u-bourgogne.fr'],['https://u-bourgogne.fr/'],France,FR,
Escola Superior de Media Artes e Design,"['esmad.ipp.pt', 'www.esmad.ipp.pt']",['https://www.esmad.ipp.pt/'],Portugal,PT,
Académie de Bordeaux,['ac-bordeaux.fr'],['https://ac-bordeaux.fr/'],France,FR,
Maj Institute of Pharmacology Polish Academy of Sciences,['if-pan.krakow.pl'],['https://if-pan.krakow.pl/'],Poland,PL,
Nicolaus Copernicus Astronomical Center of Pharmacology Polish Academy of Sciences,['camk.edu.pl'],['https://camk.edu.pl/'],Poland,PL,
Université Paris-Saclay,['universite-paris-saclay.fr'],['https://www.universite-paris-saclay.fr/'],France,FR,
Munster Technological University,"['mtu.ie', 'mymtu.ie']",['https://www.mtu.ie/'],Ireland,IE,
Asmildkloster Agricultural School,['asmildkloster.dk'],['https://asmildkloster.dk/'],Denmark,DK,
Dundalk Institute of Technology,['dkit.ie'],['https://www.dkit.ie/'],Ireland,IE,
Kalø Økologisk Agricultural College,['videndjurs.dk'],['https://videndjurs.dk/'],Denmark,DK,
Florida Universitaria,['floridauniversitaria.es'],['https://www.floridauniversitaria.es/'],Spain,ES,
Institute Français de la Mode,['ifmparis.fr'],['https://www.ifmparis.fr/'],France,FR,
European Leadership University,['amsterdam.tech'],['https://amsterdam.tech/'],Netherlands,NL,
HAN University of Applied Sciences,['hanuniversity.com'],['https://www.hanuniversity.com/'],Netherlands,NL,
EIGSI La Rochelle,['eigsi.fr'],['https://www.eigsi.fr/'],France,FR,
IST-Hochschule fur Management,['ist-hochschule.de'],['https://www.ist-hochschule.de/'],Germany,DE,
Universidad CEU Fernando III,['uf3ceu.es'],['https://uf3ceu.es/'],Spain,ES,
Universidad San Jorge,['usj.es'],['https://www.usj.es/'],Spain,ES,
Universidad de las Hespérides,['hesperides.edu.es'],['https://hesperides.edu.es/'],Spain,ES,
Universidad Europea del Atlántico,['uneatlantico.es'],['https://www.uneatlantico.es/'],Spain,ES,
Université de Rennes 2,['univ-rennes2.fr'],['https://www.univ-rennes2.fr/'],France,FR,
Université de Franche Comté,['univ-fcomte.fr'],['http://univ-fcomte.fr/'],France,FR,
Université de Paris IV Sorbonne,['paris-sorbonne.fr'],['http://www.paris-sorbonne.fr/'],France,FR,
Université Diderot Paris 7,['univ-paris-diderot.fr'],['http://www.univ-paris-diderot.fr/english/'],France,FR,
Université Paris Ouest Paris X Nanterre,['parisnanterre.fr'],['https://www.parisnanterre.fr/'],France,FR,
Université de Nimes,['unimes.fr'],['http://www.unimes.fr/'],France,FR,
Université Champollion,['univ-jfc.fr'],['http://www.univ-jfc.fr/'],France,FR,
Université Pierre Mendès France,['upmf-grenoble.fr'],['http://www.upmf-grenoble.fr/'],France,FR,
Université Paris est Créteil Val de Marne Paris XII,['u-pec.fr'],['http://www.u-pec.fr/'],France,FR,
University of Economics and Humanities Warsaw,['students.vizja.pl'],['https://vizja.pl/'],Poland,PL,
Institute of Technology and Business (VŠTE),['vstecb.cz'],['https://www.vstecb.cz/'],Czech Republic,CZ,
American Business School of Paris,['absparis.com'],['https://www.absparis.com/'],France,FR,
ESLSCA Business School Paris,['eslsca.fr'],['https://www.eslsca.fr/'],France,FR,
UniLaSalle,['unilasalle.fr'],['https://www.unilasalle.fr/'],France,FR,
Yncrea,['yncrea.fr'],['https://yncrea.fr/'],France,FR,
IAE France,['iae-france.fr'],['https://www.iae-france.fr/'],France,FR,
EBS Universität,['ebs.edu'],['https://www.ebs.edu/'],Germany,DE,
Hochschule RheinMain,['hs-rm.de'],['https://www.hs-rm.de/'],Germany,DE,
Aeres Hogeschool Almere,['aereshogeschool.nl'],['https://www.aereshogeschool.nl/'],Netherlands,NL,
Rosenheim University of Applied Sciences,['th-rosenheim.de'],['https://th-rosenheim.de/'],Germany,DE,Bavaria
Turība University,['turiba.lv'],['https://www.turiba.lv/'],Latvia,LV,
Uniwersytet SWPS,['swps.pl'],['https://swps.pl/'],Poland,PL,
Karl-Schiller-Berufskolleg (KSBK),['ksbk-do.de'],['http://www.ksbk-do.de/'],Germany,DE,
Helena Chodkowska University of Technology and Economics,"['uth.edu.pl', 'uth.pl']",['https://www.uth.edu.pl/'],Poland,PL,
KU Leuven,['student.kuleuven.be'],['https://www.kuleuven.be/kuleuven/'],Belgium,BE,Leuven
Westphalian University of Applied Sciences,['w-hs.de'],['https://www.w-hs.de/'],Germany,DE,Nordrhein-Westfalen
Technische Hochschule Ulm,['thu.de'],['https://www.thu.de/'],Germany,DE,Baden-Württemberg
